05230250	12032023	090958
24454315	12032023	090946
24454315	12032023	090813
24454315	12032023	090810
24454997	12032023	090709
00039516	12032023	090707
05230250	12032023	090746
24455079	12032023	090652
24454407	12032023	090637
05231387	12032023	090618
05231387	12032023	090615
05230250	12032023	095944
05230250	12032023	095935
24454339	12032023	095752
24454407	12032023	095606
24455126	12032023	095643
24455126	12032023	095640
24454407	12032023	095558
05230250	12032023	095526
24455079	12032023	095312
10757030	12032023	095250
03647683	12032023	095109
24455001	12032023	095137
24453583	12032023	095031
24453583	12032023	095021
03630705	12032023	090528
03630705	12032023	090525
24430682	12032023	090523
24430682	12032023	090520
24454945	12032023	090516
24455079	12032023	090515
24454945	12032023	090514
24453583	12032023	094934
01028457	12032023	094807
24453583	12032023	094845
24454339	12032023	094727
05230250	12032023	094721
00044609	12032023	094632
24454339	12032023	094615
24454339	12032023	094614
24454339	12032023	094540
24453583	12032023	094530
00041386	12032023	094501
24422033	12032023	094405
24454339	12032023	094402
90000011	12032023	094301
24454997	12032023	094143
24454339	12032023	094126
24455001	12032023	094052
10757030	12032023	090439
10756562	12032023	090415
03010180	12032023	093708
24454997	12032023	093718
24454997	12032023	093509
24454339	12032023	093525
24454997	12032023	093406
24454915	12032023	093349
00036297	12032023	093253
03010180	12032023	093153
24455131	12032023	093056
24454339	12032023	093022
09800383	12032023	090305
00046294	12032023	090346
04052054	12032023	090337
09800383	12032023	090303
10757030	12032023	090320
07046329	12032023	090313
07046329	12032023	090310
24454915	12032023	092958
24454339	12032023	092904
05234337	12032023	092806
24454945	12032023	092859
05230250	12032023	092829
05230250	12032023	092822
24454339	12032023	092802
24454339	12032023	092759
24454339	12032023	092756
05234337	12032023	092754
13013770	12032023	092643
90000011	12032023	092640
24454339	12032023	092559
24454339	12032023	092559
24455117	12032023	092500
24455126	12032023	092453
24454339	12032023	092421
24454339	12032023	092420
24454339	12032023	092414
24454997	12032023	092401
13013770	12032023	092350
24454339	12032023	092328
24454997	12032023	092311
24454915	12032023	092250
24454997	12032023	092244
24454339	12032023	092242
24454915	12032023	092155
24454339	12032023	092004
05234337	12032023	092023
05230075	12032023	092016
10756562	12032023	090259
24455135	12032023	090224
24454945	12032023	090220
24455135	12032023	090217
90000011	12032023	091949
24453856	12032023	091934
02611231	12032023	091844
02611231	12032023	091841
24453856	12032023	091758
00043625	12032023	091754
24454515	12032023	091753
00043625	12032023	091647
07046974	12032023	091557
24454915	12032023	091552
24453856	12032023	091548
24454915	12032023	091543
90000011	12032023	091515
24454339	12032023	091450
00409276	12032023	091329
24454915	12032023	091314
90000011	12032023	091231
00041386	12032023	091226
00409276	12032023	091223
13058695	12032023	091220
24430682	12032023	091127
00003021	12032023	091120
24453700	12032023	091116
24453700	12032023	091114
24453700	12032023	091008
24453700	12032023	091006
05231392	12032023	091055
90000011	12032023	091050
05231392	12032023	091037
00038892	12032023	090106
03010180	12032023	090143
00038892	12032023	090104
00033642	12032023	090137
00033642	12032023	090135
24454945	12032023	090120
24454945	12032023	090118
24455135	12032023	090115
02227409	12032023	090057
19821130	12032023	090016
24453583	12032023	085909
19821130	12032023	085906
25218679	12032023	085943
25218679	12032023	085941
24454310	12032023	085938
19821130	12032023	085903
00045309	12032023	085929
24455161	12032023	085902
05317179	12032023	085859
05317179	12032023	085856
00039388	12032023	085850
00039388	12032023	085848
24454984	12032023	085847
11047442	12032023	085838
06452296	12032023	085827
05230250	12032023	085827
24454310	12032023	085819
24454310	12032023	085816
24453583	12032023	085811
07039380	12032023	085801
07039380	12032023	085759
09823438	12032023	085756
24455161	12032023	085747
06452296	12032023	085704
00350170	12032023	085736
24454984	12032023	085734
24455001	12032023	085734
24455001	12032023	085723
05230250	12032023	085719
00350170	12032023	085716
00350170	12032023	085712
06452296	12032023	085701
00031184	12032023	085608
24436413	12032023	085633
24455126	12032023	085603
24455126	12032023	085602
00000020	12032023	085616
24455126	12032023	085558
24455126	12032023	085549
24455126	12032023	085546
24455126	12032023	085542
00003015	12032023	085527
12734541	12032023	085518
00033332	12032023	085501
24454997	12032023	085449
24455126	12032023	085445
00350170	12032023	085438
00350170	12032023	085435
00350170	12032023	085432
05229860	12032023	085424
24455001	12032023	085421
24454997	12032023	085421
24454997	12032023	085414
24454997	12032023	085410
24455001	12032023	085401
00033332	12032023	085400
09807354	12032023	085343
21230521	12032023	085340
03647683	12032023	085326
24436413	12032023	085315
24436413	12032023	085312
02240415	12032023	085242
00033079	12032023	085223
24455001	12032023	085146
00029136	12032023	085139
00029136	12032023	085137
24422033	12032023	085135
12935963	12032023	085133
00042938	12032023	085103
15049368	12032023	085127
07046913	12032023	085055
15049368	12032023	085004
05230104	12032023	085039
00043981	12032023	085037
00043981	12032023	085034
00037165	12032023	085014
00002437	12032023	085010
15049368	12032023	085001
24422033	12032023	084946
24455159	12032023	084942
24422033	12032023	084942
24422033	12032023	084940
24422033	12032023	084937
24454314	12032023	084936
00033080	12032023	084936
00033080	12032023	084933
07452247	12032023	084921
07452247	12032023	084918
14116825	12032023	084910
24453856	12032023	084818
12708629	12032023	084709
90000011	12032023	084708
12708629	12032023	084706
20020648	12032023	084753
24454314	12032023	084746
